timeStampNs,gameTime,posX,posY,posZ,rotX,rotY,rotZ,
34023500,0.0000,-2.4270,0.0000,-0.4420,0.0000,0.0000,0.0000,
965707500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
993769600,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1044634300,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1055682000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1070064800,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1083792000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1097096300,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1111597500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1125594800,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1138960700,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1152770000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1167239900,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1181073800,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1194836200,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1208626000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1222475100,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1237277900,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1251373600,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1264008400,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1278290000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1292690800,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1306405900,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1320476200,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1334327600,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1348097100,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1361663100,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1375832200,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1390038400,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1402722700,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1416954300,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1431869200,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1445554400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1458295200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1472337600,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1486876300,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1501403800,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1514975100,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1528495600,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1542440400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1556718300,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1570787200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1583795000,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1597972800,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1612667000,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1626456400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1639381600,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1653394400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1668326400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1682128000,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1695034000,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1709494400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1723951400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1737724000,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1751693900,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1771533200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
