timeStampNs,gameTime,posX,posY,posZ,rotX,rotY,rotZ,
30070000,0.0000,-2.4270,0.0000,-0.4420,0.0000,0.0000,0.0000,
902517900,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
932951700,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
971976500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
982437600,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
995765100,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1009783000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1023671400,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1037539300,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1051762500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1065282900,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1079239600,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1093222700,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1107118100,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1120947300,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1134919800,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1149033500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1162864400,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1176432600,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1190645100,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1204579600,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1218351800,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1232278200,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1246232500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1260105500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1274084000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1288140500,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1302227100,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1315637700,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1329723000,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1343624400,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1357547900,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1371533900,0.0000,-2.4270,0.0574,-0.4420,0.0000,0.0000,0.0000,
1385530600,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1399349400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1413319400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1427201600,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1441037100,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1454962400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1469336000,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1482845000,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1496769700,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1510820100,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1524641400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1538592500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1552408200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1566788700,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1580403600,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1594270200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1608101900,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1622038200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1635890800,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1649905700,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1664008300,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1677772200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1698002500,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1733168300,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1757321800,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1769623300,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1878254400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1918587600,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1945783400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
1973149300,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2000989400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2017080900,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2029550400,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2042910300,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2056335100,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2070451200,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2084316900,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2097996700,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2112007600,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2126124600,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
2139677900,0.0000,-2.4270,0.0574,-0.4420,0.0000,90.0000,0.0000,
